run_id,sample_id,input_len,output_len
48,7664,1,9
48,6017,22,365
48,5475,13,218
48,9270,76,236
48,3707,9,22
48,2098,552,692
48,4112,2882,1007
48,4261,31,288
48,3517,47,749
49,4588,688,366
49,589,2651,59
49,336,110,11
49,242,15,228
49,3924,154,607
49,5963,28,35
49,9163,30,86
49,938,24,111
49,1157,33,281
49,2421,156,615
49,9955,33,463
49,1319,866,3
49,761,10,212
49,9540,27,526
49,637,19,622
49,4276,41,407
49,941,53,357
49,2163,44,297
49,4974,17,702
49,9297,417,164
49,8096,154,596
49,7414,21,26
49,662,7,373
49,3748,42,157
49,5113,8,309
49,7072,28,518
49,1268,25,99
49,235,21,79
49,9054,14,304
49,4547,10,382
49,835,17,309
49,8993,8,372
