run_id,sample_id,input_len,output_len
47,1203,1214,70
47,3406,901,23
47,1137,1502,86
47,2288,1223,44
47,2796,458,56
47,2099,452,60
47,2317,645,55
47,8803,850,51
47,1819,538,56
47,2661,924,60
47,3645,1147,38
47,4390,967,70
47,8159,1991,102
47,9100,816,108
47,1244,843,74
47,3033,601,59
47,2680,949,65
47,4971,632,43
47,9265,375,41
47,7227,1151,62
48,8552,693,71
48,4860,2266,46
48,4132,724,81
48,4980,857,70
48,5870,503,49
48,5631,951,109
48,2919,803,47
48,8026,402,61
48,8043,791,41
48,9659,1352,60
48,3290,902,62
48,9449,1820,91
48,4382,541,59
48,5258,897,108
48,4676,153,22
48,5854,869,104
48,2341,885,103
48,7067,1199,88
48,9525,773,72
48,1496,847,86
48,8150,608,55
48,3479,1234,44
48,260,986,79
48,7664,654,52
48,6017,1290,35
48,5475,408,58
48,9270,735,79
48,3707,1802,55
48,2098,730,111
48,4112,1046,98
48,4261,324,50
48,3517,1633,69
49,4588,802,72
49,589,814,71
49,336,1027,33
49,242,1372,53
49,3924,313,63
49,5963,945,57
49,9163,606,47
49,938,737,60
49,1157,732,38
49,2421,1080,102
49,9955,601,62
49,1319,685,54
49,761,848,116
49,9540,765,75
49,637,973,53
49,4276,642,67
49,941,1109,65
49,2163,700,53
49,4974,1653,105
49,9297,405,43
49,8096,1006,78
49,7414,499,59
49,662,682,43
49,3748,1333,100
49,5113,855,69
49,7072,867,54
49,1268,422,66
49,235,612,26
49,9054,1659,102
49,4547,720,51
49,835,824,53
49,8993,746,42
