regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,32,3,0.0938,4.0,1024,0,128,512,164,1076.349,1649.341,1125.563,0.0859
mixed,32,3,0.0938,4.0,1024,0,256,1024,328,1385.465,2223.701,1435.165,0.0593
mixed,32,3,0.0938,4.0,1024,0,512,2048,656,1723.259,3423.733,1808.891,0.0504
mixed,32,3,0.0938,4.0,1024,0,1024,4096,1312,2524.855,6089.547,2544.66,0.0056
mixed,32,3,0.0938,4.0,1024,0,2048,8192,2624,4042.291,19146.883,4025.524,-0.0011
mixed,32,3,0.0938,4.0,1024,512,128,512,164,1282.236,1837.69,1332.348,0.0902
mixed,32,3,0.0938,4.0,1024,512,256,1024,328,1583.195,2395.446,1618.235,0.0431
mixed,32,3,0.0938,4.0,1024,512,512,2048,656,1913.273,3503.571,1991.195,0.049
mixed,32,3,0.0938,4.0,1024,512,1024,4096,1312,2670.934,6096.493,2736.951,0.0193
mixed,32,3,0.0938,4.0,1024,512,2048,8192,2624,4143.604,19488.834,4192.115,0.0032
mixed,32,3,0.0938,4.0,1024,1024,128,512,164,1473.337,2024.312,1515.099,0.0758
mixed,32,3,0.0938,4.0,1024,1024,256,1024,328,1777.594,2611.831,1816.954,0.0472
mixed,32,3,0.0938,4.0,1024,1024,512,2048,656,2115.833,3623.857,2182.743,0.0444
mixed,32,3,0.0938,4.0,1024,1024,1024,4096,1312,2885.783,6252.203,2916.407,0.0091
mixed,32,3,0.0938,4.0,1024,1024,2048,8192,2624,4200.723,19627.58,4307.343,0.0069
mixed,32,3,0.0938,4.0,1024,2048,128,512,164,1841.273,2372.408,1867.257,0.0489
mixed,32,3,0.0938,4.0,1024,2048,256,1024,328,2124.376,3018.615,2171.705,0.0529
mixed,32,3,0.0938,4.0,1024,2048,512,2048,656,2469.848,4158.097,2554.075,0.0499
mixed,32,3,0.0938,4.0,1024,2048,1024,4096,1312,3321.973,6530.828,3301.176,-0.0065
mixed,32,3,0.0938,4.0,1024,2048,2048,8192,2624,4682.416,24193.871,4643.602,-0.002
mixed,32,3,0.0938,4.0,1024,4096,128,512,164,2563.224,3095.988,2602.999,0.0747
mixed,32,3,0.0938,4.0,1024,4096,256,1024,328,2884.629,3651.316,2911.158,0.0346
mixed,32,3,0.0938,4.0,1024,4096,512,2048,656,3164.18,4954.256,3239.671,0.0422
mixed,32,3,0.0938,4.0,1024,4096,1024,4096,1312,3983.026,7272.327,3940.563,-0.0129
mixed,32,3,0.0938,4.0,1024,4096,2048,8192,2624,5559.692,26764.678,5457.776,-0.0048
mixed,32,3,0.0938,4.0,2048,0,128,512,164,2260.31,2742.072,2283.512,0.0482
mixed,32,3,0.0938,4.0,2048,0,256,1024,328,2525.72,3374.675,2563.446,0.0444
mixed,32,3,0.0938,4.0,2048,0,512,2048,656,2810.135,4688.848,2890.967,0.043
mixed,32,3,0.0938,4.0,2048,0,1024,4096,1312,3631.252,6981.544,3617.363,-0.0041
mixed,32,3,0.0938,4.0,2048,0,2048,8192,2624,5148.045,22199.777,5137.169,-0.0006
mixed,32,3,0.0938,4.0,2048,512,128,512,164,2621.815,3108.534,2665.687,0.0901
mixed,32,3,0.0938,4.0,2048,512,256,1024,328,2934.231,3624.021,2942.87,0.0125
mixed,32,3,0.0938,4.0,2048,512,512,2048,656,3154.707,4909.487,3346.196,0.1091
mixed,32,3,0.0938,4.0,2048,512,1024,4096,1312,4079.283,7222.727,3954.708,-0.0396
mixed,32,3,0.0938,4.0,2048,512,2048,8192,2624,5636.75,25197.896,5453.677,-0.0094
mixed,32,3,0.0938,4.0,2048,1024,128,512,164,3077.555,3439.125,3008.439,-0.1912
mixed,32,3,0.0938,4.0,2048,1024,256,1024,328,3241.173,3934.131,3348.405,0.1547
mixed,32,3,0.0938,4.0,2048,1024,512,2048,656,3590.901,5237.009,3561.396,-0.0179
mixed,32,3,0.0938,4.0,2048,1024,1024,4096,1312,4228.88,7644.613,4368.306,0.0408
mixed,32,3,0.0938,4.0,2048,1024,2048,8192,2624,5848.619,26098.593,5783.787,-0.0032
mixed,32,3,0.0938,4.0,2048,2048,128,512,164,3832.852,4208.82,3698.448,-0.3575
mixed,32,3,0.0938,4.0,2048,2048,256,1024,328,3937.65,4560.239,4151.219,0.343
mixed,32,3,0.0938,4.0,2048,2048,512,2048,656,4174.483,5712.008,4234.898,0.0393
mixed,32,3,0.0938,4.0,2048,2048,1024,4096,1312,4962.476,8434.212,4912.402,-0.0144
mixed,32,3,0.0938,4.0,2048,2048,2048,8192,2624,6413.905,23656.528,6315.306,-0.0057
mixed,32,3,0.0938,4.0,2048,4096,128,512,164,5093.489,5575.633,5334.063,0.499
mixed,32,3,0.0938,4.0,2048,4096,256,1024,328,5658.573,6243.85,5465.612,-0.3297
mixed,32,3,0.0938,4.0,2048,4096,512,2048,656,5775.116,7232.553,5791.627,0.0113
mixed,32,3,0.0938,4.0,2048,4096,1024,4096,1312,6242.572,9353.246,6594.638,0.1132
mixed,32,3,0.0938,4.0,2048,4096,2048,8192,2624,7867.427,28018.333,7502.442,-0.0181
mixed,32,3,0.0938,4.0,4096,0,128,512,164,6099.596,6643.881,6166.797,0.1235
mixed,32,3,0.0938,4.0,4096,0,256,1024,328,6823.179,6895.689,6457.159,-5.0479
mixed,32,3,0.0938,4.0,4096,0,512,2048,656,6640.204,8363.43,6687.598,0.0275
mixed,32,3,0.0938,4.0,4096,0,1024,4096,1312,7471.976,11246.238,7276.266,-0.0519
mixed,32,3,0.0938,4.0,4096,0,2048,8192,2624,9185.125,28606.274,9330.756,0.0075
mixed,32,3,0.0938,4.0,4096,512,128,512,164,7260.042,7450.38,6954.345,-1.6061
mixed,32,3,0.0938,4.0,4096,512,256,1024,328,7163.56,8276.359,7253.955,0.0812
mixed,32,3,0.0938,4.0,4096,512,512,2048,656,7473.862,8690.277,7661.163,0.154
mixed,32,3,0.0938,4.0,4096,512,1024,4096,1312,8070.087,11792.925,8252.903,0.0491
mixed,32,3,0.0938,4.0,4096,512,2048,8192,2624,9525.953,28981.29,9641.635,0.0059
mixed,32,3,0.0938,4.0,4096,1024,128,512,164,8051.335,8229.351,7759.465,-1.6396
mixed,32,3,0.0938,4.0,4096,1024,256,1024,328,7982.564,8706.468,8115.269,0.1833
mixed,32,3,0.0938,4.0,4096,1024,512,2048,656,8679.079,9978.143,8239.884,-0.3381
mixed,32,3,0.0938,4.0,4096,1024,1024,4096,1312,9030.337,12566.969,8870.439,-0.0452
mixed,32,3,0.0938,4.0,4096,1024,2048,8192,2624,10211.682,29256.447,10284.576,0.0038
mixed,32,3,0.0938,4.0,4096,2048,128,512,164,9514.915,9831.52,9341.345,-0.5482
mixed,32,3,0.0938,4.0,4096,2048,256,1024,328,9509.86,10266.814,9740.604,0.3048
mixed,32,3,0.0938,4.0,4096,2048,512,2048,656,10423.836,11888.884,10663.547,0.1636
mixed,32,3,0.0938,4.0,4096,2048,1024,4096,1312,10448.712,14363.523,10393.416,-0.0141
mixed,32,3,0.0938,4.0,4096,2048,2048,8192,2624,12496.167,29493.892,11731.815,-0.045
mixed,32,3,0.0938,4.0,4096,4096,128,512,164,12406.631,13357.767,12529.377,0.1291
mixed,32,3,0.0938,4.0,4096,4096,256,1024,328,13771.716,13662.395,13234.595,
mixed,32,3,0.0938,4.0,4096,4096,512,2048,656,12917.315,15465.756,13202.271,0.1118
mixed,32,3,0.0938,4.0,4096,4096,1024,4096,1312,14551.553,16469.214,14692.799,0.0737
mixed,32,3,0.0938,4.0,4096,4096,2048,8192,2624,15193.885,30485.719,15613.281,0.0274
mixed,32,3,0.0938,4.0,8192,0,128,512,164,22316.819,22445.679,22405.873,0.6911
mixed,32,3,0.0938,4.0,8192,0,256,1024,328,22142.965,24490.994,22819.862,0.2883
mixed,32,3,0.0938,4.0,8192,0,512,2048,656,22610.614,24147.76,23235.387,0.4065
mixed,32,3,0.0938,4.0,8192,0,1024,4096,1312,24137.459,26841.753,24246.515,0.0403
mixed,32,3,0.0938,4.0,8192,0,2048,8192,2624,24816.21,37098.433,25710.351,0.0728
mixed,32,3,0.0938,4.0,8192,512,128,512,164,24852.274,25369.291,24261.361,-1.1429
mixed,32,3,0.0938,4.0,8192,512,256,1024,328,24944.336,25135.213,24793.711,-0.7891
mixed,32,3,0.0938,4.0,8192,512,512,2048,656,25239.626,27420.94,24208.853,-0.4725
mixed,32,3,0.0938,4.0,8192,512,1024,4096,1312,26047.729,29448.235,25511.028,-0.1578
mixed,32,3,0.0938,4.0,8192,512,2048,8192,2624,27050.348,39329.836,26528.269,-0.0425
mixed,32,3,0.0938,4.0,8192,1024,128,512,164,26140.143,27120.621,27538.482,1.4262
mixed,32,3,0.0938,4.0,8192,1024,256,1024,328,26543.477,28312.909,26801.488,0.1458
mixed,32,3,0.0938,4.0,8192,1024,512,2048,656,26943.575,29105.321,27148.914,0.095
mixed,32,3,0.0938,4.0,8192,1024,1024,4096,1312,27816.206,31102.247,27491.473,-0.0988
mixed,32,3,0.0938,4.0,8192,1024,2048,8192,2624,28815.943,41270.344,29102.635,0.023
mixed,32,3,0.0938,4.0,8192,2048,128,512,164,30893.768,28284.274,30913.196,
mixed,32,3,0.0938,4.0,8192,2048,256,1024,328,31259.533,31857.318,31137.099,-0.2048
mixed,32,3,0.0938,4.0,8192,2048,512,2048,656,32070.371,33086.403,30752.972,-1.2966
mixed,32,3,0.0938,4.0,8192,2048,1024,4096,1312,31475.491,35536.538,32298.918,0.2028
mixed,32,3,0.0938,4.0,8192,2048,2048,8192,2624,32428.232,46074.213,33721.922,0.0948
mixed,32,3,0.0938,4.0,8192,4096,128,512,164,38802.071,39896.239,39070.959,0.2457
mixed,32,3,0.0938,4.0,8192,4096,256,1024,328,38626.038,40258.449,39836.058,0.7412
mixed,32,3,0.0938,4.0,8192,4096,512,2048,656,39082.811,40501.205,39757.655,0.4758
mixed,32,3,0.0938,4.0,8192,4096,1024,4096,1312,40389.013,44051.756,40562.135,0.0473
mixed,32,3,0.0938,4.0,8192,4096,2048,8192,2624,41768.182,53185.392,41759.768,-0.0007
pure,32,4,0.125,4.0,0,0,128,512,176,195.841,579.324,196.897,0.0028
pure,32,4,0.125,4.0,0,0,256,1024,352,382.048,1142.461,393.214,0.0147
pure,32,4,0.125,4.0,0,0,512,2048,704,792.157,2005.56,807.359,0.0125
pure,32,4,0.125,4.0,0,0,1024,4096,1408,1471.387,3696.791,1503.547,0.0145
pure,32,4,0.125,4.0,0,0,2048,8192,2816,2644.378,7116.974,2693.211,0.0109
mixed,32,4,0.125,4.0,16,0,128,512,176,381.439,1026.206,426.879,0.0705
mixed,32,4,0.125,4.0,16,0,256,1024,352,707.197,1686.137,744.96,0.0386
mixed,32,4,0.125,4.0,16,0,512,2048,704,1185.597,2941.529,1172.766,-0.0073
mixed,32,4,0.125,4.0,16,0,1024,4096,1408,2063.067,5797.904,1925.434,-0.0369
mixed,32,4,0.125,4.0,16,0,2048,8192,2816,3849.912,18356.171,3450.551,-0.0275
mixed,32,4,0.125,4.0,16,512,128,512,176,413.918,1051.101,445.918,0.0502
mixed,32,4,0.125,4.0,16,512,256,1024,352,739.873,1702.458,769.727,0.031
mixed,32,4,0.125,4.0,16,512,512,2048,704,1208.285,2944.663,1193.981,-0.0082
mixed,32,4,0.125,4.0,16,512,1024,4096,1408,2063.739,5722.353,1928.634,-0.0369
mixed,32,4,0.125,4.0,16,512,2048,8192,2816,3837.654,18424.627,3474.713,-0.0249
mixed,32,4,0.125,4.0,16,1024,128,512,176,443.263,1069.693,473.214,0.0478
mixed,32,4,0.125,4.0,16,1024,256,1024,352,755.582,1732.061,785.022,0.0301
mixed,32,4,0.125,4.0,16,1024,512,2048,704,1229.691,2958.872,1215.038,-0.0085
mixed,32,4,0.125,4.0,16,1024,1024,4096,1408,2101.499,5656.304,1955.579,-0.041
mixed,32,4,0.125,4.0,16,1024,2048,8192,2816,3856.052,18642.382,3488.246,-0.0249
mixed,32,4,0.125,4.0,16,2048,128,512,176,499.198,1113.918,530.079,0.0502
mixed,32,4,0.125,4.0,16,2048,256,1024,352,826.619,1745.691,847.581,0.0228
mixed,32,4,0.125,4.0,16,2048,512,2048,704,1261.884,3007.032,1232.572,-0.0168
mixed,32,4,0.125,4.0,16,2048,1024,4096,1408,2140.826,5916.882,2004.218,-0.0362
mixed,32,4,0.125,4.0,16,2048,2048,8192,2816,3902.934,18836.722,3526.167,-0.0252
mixed,32,4,0.125,4.0,16,4096,128,512,176,609.982,1237.663,652.158,0.0672
mixed,32,4,0.125,4.0,16,4096,256,1024,352,949.598,1846.107,967.069,0.0195
mixed,32,4,0.125,4.0,16,4096,512,2048,704,1365.021,3033.719,1360.19,-0.0029
mixed,32,4,0.125,4.0,16,4096,1024,4096,1408,2211.196,6112.145,2037.979,-0.0444
mixed,32,4,0.125,4.0,16,4096,2048,8192,2816,3954.102,19160.178,3575.369,-0.0249
mixed,32,4,0.125,4.0,32,0,128,512,176,383.583,1030.106,429.15,0.0705
mixed,32,4,0.125,4.0,32,0,256,1024,352,711.58,1684.501,748.411,0.0379
mixed,32,4,0.125,4.0,32,0,512,2048,704,1194.039,2947.088,1173.722,-0.0116
mixed,32,4,0.125,4.0,32,0,1024,4096,1408,2061.332,5836.506,1925.495,-0.036
mixed,32,4,0.125,4.0,32,0,2048,8192,2816,3863.146,18679.744,3456.845,-0.0274
mixed,32,4,0.125,4.0,32,512,128,512,176,418.046,1054.365,445.694,0.0434
mixed,32,4,0.125,4.0,32,512,256,1024,352,744.219,1710.519,771.356,0.0281
mixed,32,4,0.125,4.0,32,512,512,2048,704,1206.462,2949.625,1195.133,-0.0065
mixed,32,4,0.125,4.0,32,512,1024,4096,1408,2065.849,5774.415,1933.497,-0.0357
mixed,32,4,0.125,4.0,32,512,2048,8192,2816,3857.556,18434.382,3473.078,-0.0264
mixed,32,4,0.125,4.0,32,1024,128,512,176,446.08,1070.332,474.398,0.0454
mixed,32,4,0.125,4.0,32,1024,256,1024,352,761.885,1730.748,789.437,0.0284
mixed,32,4,0.125,4.0,32,1024,512,2048,704,1236.157,2963.543,1217.853,-0.0106
mixed,32,4,0.125,4.0,32,1024,1024,4096,1408,2110.425,5663.728,1960.025,-0.0423
mixed,32,4,0.125,4.0,32,1024,2048,8192,2816,3870.582,18775.555,3488.629,-0.0256
mixed,32,4,0.125,4.0,32,2048,128,512,176,499.488,1117.533,532.737,0.0538
mixed,32,4,0.125,4.0,32,2048,256,1024,352,828.83,1750.008,844.635,0.0172
mixed,32,4,0.125,4.0,32,2048,512,2048,704,1262.394,3017.394,1230.715,-0.0181
mixed,32,4,0.125,4.0,32,2048,1024,4096,1408,2145.973,5938.051,2008.375,-0.0363
mixed,32,4,0.125,4.0,32,2048,2048,8192,2816,3902.477,18573.928,3532.942,-0.0252
mixed,32,4,0.125,4.0,32,4096,128,512,176,613.15,1240.506,655.035,0.0668
mixed,32,4,0.125,4.0,32,4096,256,1024,352,951.741,1853.975,968.827,0.0189
mixed,32,4,0.125,4.0,32,4096,512,2048,704,1366.842,3040.914,1359.515,-0.0044
mixed,32,4,0.125,4.0,32,4096,1024,4096,1408,2219.125,6125.253,2048.757,-0.0436
mixed,32,4,0.125,4.0,32,4096,2048,8192,2816,3960.078,18967.046,3575.73,-0.0256
mixed,32,4,0.125,4.0,64,0,128,512,176,384.543,1031.485,428.734,0.0683
mixed,32,4,0.125,4.0,64,0,256,1024,352,710.399,1694.042,747.006,0.0372
mixed,32,4,0.125,4.0,64,0,512,2048,704,1200.54,2951.095,1178.46,-0.0126
mixed,32,4,0.125,4.0,64,0,1024,4096,1408,2063.768,5807.979,1930.299,-0.0356
mixed,32,4,0.125,4.0,64,0,2048,8192,2816,3861.207,18442.185,3463.349,-0.0273
mixed,32,4,0.125,4.0,64,512,128,512,176,417.184,1053.854,447.678,0.0479
mixed,32,4,0.125,4.0,64,512,256,1024,352,745.917,1717.274,775.805,0.0308
mixed,32,4,0.125,4.0,64,512,512,2048,704,1220.7,2958.966,1203.579,-0.0098
mixed,32,4,0.125,4.0,64,512,1024,4096,1408,2079.609,5760.65,1935.099,-0.0393
mixed,32,4,0.125,4.0,64,512,2048,8192,2816,3870.037,18532.166,3479.157,-0.0267
mixed,32,4,0.125,4.0,64,1024,128,512,176,447.615,1072.862,473.662,0.0417
mixed,32,4,0.125,4.0,64,1024,256,1024,352,762.398,1738.266,789.437,0.0277
mixed,32,4,0.125,4.0,64,1024,512,2048,704,1237.244,2969.079,1219.837,-0.0101
mixed,32,4,0.125,4.0,64,1024,1024,4096,1408,2124.922,5712.334,1960.347,-0.0459
mixed,32,4,0.125,4.0,64,1024,2048,8192,2816,3885.46,18471.874,3493.011,-0.0269
mixed,32,4,0.125,4.0,64,2048,128,512,176,499.551,1117.853,533.184,0.0544
mixed,32,4,0.125,4.0,64,2048,256,1024,352,830.846,1756.508,845.213,0.0155
mixed,32,4,0.125,4.0,64,2048,512,2048,704,1268.604,3019.158,1235.613,-0.0188
mixed,32,4,0.125,4.0,64,2048,1024,4096,1408,2152.346,5922.669,2012.313,-0.0371
mixed,32,4,0.125,4.0,64,2048,2048,8192,2816,3904.215,18830.758,3536.563,-0.0246
mixed,32,4,0.125,4.0,64,4096,128,512,176,611.551,1240.668,658.527,0.0747
mixed,32,4,0.125,4.0,64,4096,256,1024,352,951.453,1856.155,966.587,0.0167
mixed,32,4,0.125,4.0,64,4096,512,2048,704,1368.03,3049.942,1359.162,-0.0053
mixed,32,4,0.125,4.0,64,4096,1024,4096,1408,2222.618,6133.61,2050.394,-0.044
mixed,32,4,0.125,4.0,64,4096,2048,8192,2816,3960.536,19045.504,3581.236,-0.0251
mixed,32,4,0.125,4.0,128,0,128,512,176,415.742,1056.988,464.83,0.0766
mixed,32,4,0.125,4.0,128,0,256,1024,352,739.936,1733.818,779.038,0.0393
mixed,32,4,0.125,4.0,128,0,512,2048,704,1213.34,2984.053,1202.75,-0.006
mixed,32,4,0.125,4.0,128,0,1024,4096,1408,2108.25,5831.247,1966.103,-0.0382
mixed,32,4,0.125,4.0,128,0,2048,8192,2816,3907.536,18468.328,3495.766,-0.0283
mixed,32,4,0.125,4.0,128,512,128,512,176,457.821,1099.646,496.286,0.0599
mixed,32,4,0.125,4.0,128,512,256,1024,352,788.701,1752.986,819.935,0.0324
mixed,32,4,0.125,4.0,128,512,512,2048,704,1260.986,2994.87,1242.526,-0.0106
mixed,32,4,0.125,4.0,128,512,1024,4096,1408,2120.633,5677.389,1990.04,-0.0367
mixed,32,4,0.125,4.0,128,512,2048,8192,2816,3904.114,18561.092,3513.364,-0.0267
mixed,32,4,0.125,4.0,128,1024,128,512,176,492.895,1128.699,533.854,0.0644
mixed,32,4,0.125,4.0,128,1024,256,1024,352,809.756,1792.249,838.718,0.0295
mixed,32,4,0.125,4.0,128,1024,512,2048,704,1280.541,3006.003,1268.092,-0.0072
mixed,32,4,0.125,4.0,128,1024,1024,4096,1408,2172.696,5735.439,2028.122,-0.0406
mixed,32,4,0.125,4.0,128,1024,2048,8192,2816,3917.202,18436.861,3543.796,-0.0257
mixed,32,4,0.125,4.0,128,2048,128,512,176,563.548,1176.38,616.511,0.0864
mixed,32,4,0.125,4.0,128,2048,256,1024,352,889.662,1789.626,918.045,0.0315
mixed,32,4,0.125,4.0,128,2048,512,2048,704,1304.283,3099.319,1296.411,-0.0044
mixed,32,4,0.125,4.0,128,2048,1024,4096,1408,2188.218,5860.625,2095.673,-0.0252
mixed,32,4,0.125,4.0,128,2048,2048,8192,2816,3945.139,18834.721,3586.611,-0.0241
mixed,32,4,0.125,4.0,128,4096,128,512,176,724.862,1325.66,774.942,0.0834
mixed,32,4,0.125,4.0,128,4096,256,1024,352,1050.014,1880.378,1107.517,0.0693
mixed,32,4,0.125,4.0,128,4096,512,2048,704,1469.594,3047.83,1474.364,0.003
mixed,32,4,0.125,4.0,128,4096,1024,4096,1408,2235.161,6221.258,2163.864,-0.0179
mixed,32,4,0.125,4.0,128,4096,2048,8192,2816,4070.737,19338.529,3775.893,-0.0193
mixed,32,4,0.125,4.0,256,0,128,512,176,479.103,1117.917,534.015,0.086
mixed,32,4,0.125,4.0,256,0,256,1024,352,812.221,1791.353,853.34,0.042
mixed,32,4,0.125,4.0,256,0,512,2048,704,1266.204,3047.733,1268.379,0.0012
mixed,32,4,0.125,4.0,256,0,1024,4096,1408,2157.144,5887.98,2041.306,-0.031
mixed,32,4,0.125,4.0,256,0,2048,8192,2816,3969.844,18769.473,3562.772,-0.0275
mixed,32,4,0.125,4.0,256,512,128,512,176,547.903,1178.459,599.133,0.0812
mixed,32,4,0.125,4.0,256,512,256,1024,352,884.829,1798.204,924.445,0.0434
mixed,32,4,0.125,4.0,256,512,512,2048,704,1305.5,3045.62,1319.643,0.0081
mixed,32,4,0.125,4.0,256,512,1024,4096,1408,2137.626,5978.347,2087.993,-0.0129
mixed,32,4,0.125,4.0,256,512,2048,8192,2816,3952.272,18550.76,3589.012,-0.0249
mixed,32,4,0.125,4.0,256,1024,128,512,176,607.838,1227.613,656.861,0.0791
mixed,32,4,0.125,4.0,256,1024,256,1024,352,926.43,1830.651,981.982,0.0614
mixed,32,4,0.125,4.0,256,1024,512,2048,704,1353.533,3065.015,1368.734,0.0089
mixed,32,4,0.125,4.0,256,1024,1024,4096,1408,2176.443,5924.624,2136.602,-0.0106
mixed,32,4,0.125,4.0,256,1024,2048,8192,2816,3974.068,18756.015,3617.816,-0.0241
mixed,32,4,0.125,4.0,256,2048,128,512,176,728.99,1299.55,766.43,0.0656
mixed,32,4,0.125,4.0,256,2048,256,1024,352,1050.334,1910.877,1092.126,0.0486
mixed,32,4,0.125,4.0,256,2048,512,2048,704,1421.242,3083.801,1502.908,0.0491
mixed,32,4,0.125,4.0,256,2048,1024,4096,1408,2270.172,5973.077,2254.297,-0.0043
mixed,32,4,0.125,4.0,256,2048,2048,8192,2816,4010.679,19075.287,3830.198,-0.012
mixed,32,4,0.125,4.0,256,4096,128,512,176,953.598,1568.476,1004.767,0.0832
mixed,32,4,0.125,4.0,256,4096,256,1024,352,1307.677,2106.012,1338.172,0.0382
mixed,32,4,0.125,4.0,256,4096,512,2048,704,1684.987,3230.264,1723.388,0.0249
mixed,32,4,0.125,4.0,256,4096,1024,4096,1408,2436.155,6396.465,2407.77,-0.0072
mixed,32,4,0.125,4.0,256,4096,2048,8192,2816,4144.149,20924.785,4014.132,-0.0077
mixed,32,4,0.125,4.0,512,0,128,512,176,648.031,1251.196,709.66,0.1022
mixed,32,4,0.125,4.0,512,0,256,1024,352,979.358,1890.457,1028.542,0.054
mixed,32,4,0.125,4.0,512,0,512,2048,704,1378.875,3146.837,1428.538,0.0281
mixed,32,4,0.125,4.0,512,0,1024,4096,1408,2265.531,6063.662,2205.657,-0.0158
mixed,32,4,0.125,4.0,512,0,2048,8192,2816,4065.396,18906.035,3777.91,-0.0194
mixed,32,4,0.125,4.0,512,512,128,512,176,774.493,1359.549,828.285,0.0919
mixed,32,4,0.125,4.0,512,512,256,1024,352,1098.203,1966.235,1145.79,0.0548
mixed,32,4,0.125,4.0,512,512,512,2048,704,1489.565,3155.577,1577.917,0.053
mixed,32,4,0.125,4.0,512,512,1024,4096,1408,2317.917,5994.833,2279.739,-0.0104
mixed,32,4,0.125,4.0,512,512,2048,8192,2816,4075.159,18943.921,3893.079,-0.0122
mixed,32,4,0.125,4.0,512,1024,128,512,176,871.134,1456.956,926.719,0.0949
mixed,32,4,0.125,4.0,512,1024,256,1024,352,1197.372,2047.322,1238.749,0.0487
mixed,32,4,0.125,4.0,512,1024,512,2048,704,1576.763,3189.432,1682.527,0.0656
mixed,32,4,0.125,4.0,512,1024,1024,4096,1408,2416.058,5984.268,2430.842,0.0041
mixed,32,4,0.125,4.0,512,1024,2048,8192,2816,4083.83,19223.48,3900.664,-0.0121
mixed,32,4,0.125,4.0,512,2048,128,512,176,1066.91,1666.716,1125.245,0.0973
mixed,32,4,0.125,4.0,512,2048,256,1024,352,1392.028,2241.819,1451.42,0.0699
mixed,32,4,0.125,4.0,512,2048,512,2048,704,1792.251,3382.582,1846.455,0.0341
mixed,32,4,0.125,4.0,512,2048,1024,4096,1408,2567.764,6077.741,2629.143,0.0175
mixed,32,4,0.125,4.0,512,2048,2048,8192,2816,4222.388,19538.335,4156.85,-0.0043
mixed,32,4,0.125,4.0,512,4096,128,512,176,1470.4,2061.859,1522.243,0.0877
mixed,32,4,0.125,4.0,512,4096,256,1024,352,1806.913,2631.808,1863.681,0.0688
mixed,32,4,0.125,4.0,512,4096,512,2048,704,2171.874,3800.704,2226.272,0.0334
mixed,32,4,0.125,4.0,512,4096,1024,4096,1408,3021.058,6549.253,2997.316,-0.0067
mixed,32,4,0.125,4.0,512,4096,2048,8192,2816,4481.058,25716.042,4517.219,0.0017
mixed,32,4,0.125,4.0,1024,0,128,512,176,1080.096,1650.969,1135.421,0.0969
mixed,32,4,0.125,4.0,1024,0,256,1024,352,1396.093,2226.616,1443.069,0.0566
mixed,32,4,0.125,4.0,1024,0,512,2048,704,1758.364,3425.687,1846.716,0.053
mixed,32,4,0.125,4.0,1024,0,1024,4096,1408,2587.737,6094.894,2653.721,0.0188
mixed,32,4,0.125,4.0,1024,0,2048,8192,2816,4317.428,19101.488,4173.81,-0.0097
mixed,32,4,0.125,4.0,1024,512,128,512,176,1293.788,1849.946,1345.564,0.0931
mixed,32,4,0.125,4.0,1024,512,256,1024,352,1588.187,2409.849,1653.148,0.0791
mixed,32,4,0.125,4.0,1024,512,512,2048,704,1958.906,3520.694,2045.114,0.0552
mixed,32,4,0.125,4.0,1024,512,1024,4096,1408,2721.656,6108.559,2849.335,0.0377
mixed,32,4,0.125,4.0,1024,512,2048,8192,2816,4399.187,19411.49,4400.47,0.0001
mixed,32,4,0.125,4.0,1024,1024,128,512,176,1468.604,2023.449,1524.252,0.1003
mixed,32,4,0.125,4.0,1024,1024,256,1024,352,1782.906,2606.201,1835.8,0.0642
mixed,32,4,0.125,4.0,1024,1024,512,2048,704,2159.031,3637.174,2225.786,0.0452
mixed,32,4,0.125,4.0,1024,1024,1024,4096,1408,2944.377,6258.865,2992.441,0.0145
mixed,32,4,0.125,4.0,1024,1024,2048,8192,2816,4468.471,19613.333,4564.63,0.0063
mixed,32,4,0.125,4.0,1024,2048,128,512,176,1842.203,2386.01,1886.907,0.0822
mixed,32,4,0.125,4.0,1024,2048,256,1024,352,2144.378,3018.551,2191.962,0.0544
mixed,32,4,0.125,4.0,1024,2048,512,2048,704,2512.73,4156.567,2610.748,0.0596
mixed,32,4,0.125,4.0,1024,2048,1024,4096,1408,3374.778,6531.854,3351.608,-0.0073
mixed,32,4,0.125,4.0,1024,2048,2048,8192,2816,4877.202,24176.066,4798.901,-0.0041
mixed,32,4,0.125,4.0,1024,4096,128,512,176,2575.962,3099.799,2633.978,0.1108
mixed,32,4,0.125,4.0,1024,4096,256,1024,352,2895.322,3654.326,2938.202,0.0565
mixed,32,4,0.125,4.0,1024,4096,512,2048,704,3200.757,4982.128,3297.338,0.0542
mixed,32,4,0.125,4.0,1024,4096,1024,4096,1408,4041.557,7297.293,4052.599,0.0034
mixed,32,4,0.125,4.0,1024,4096,2048,8192,2816,5802.931,27205.061,5593.683,-0.0098
mixed,32,4,0.125,4.0,2048,0,128,512,176,2327.994,2743.514,2297.913,-0.0724
mixed,32,4,0.125,4.0,2048,0,256,1024,352,2660.538,3414.614,2586.076,-0.0987
mixed,32,4,0.125,4.0,2048,0,512,2048,704,2836.919,4684.275,2943.446,0.0577
mixed,32,4,0.125,4.0,2048,0,1024,4096,1408,3688.437,6897.137,3694.458,0.0019
mixed,32,4,0.125,4.0,2048,0,2048,8192,2816,5470.223,23646.515,5390.143,-0.0044
