pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
32,n<=2,sr<=70%,kvB<=8k,kp=0,-0.1282,1
32,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0238,6
32,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.022,6
32,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.026,6
32,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0291,6
32,n<=32,sr<=15%,kvB<=1k,kp=0,0.0364,6
32,n<=32,sr<=15%,kvB<=4k,kp<=1k,-0.0215,6
32,n<=32,sr<=15%,kvB<=4k,kp<=2k,-0.0213,6
32,n<=32,sr<=15%,kvB<=4k,kp<=4k,-0.0313,6
32,n<=32,sr<=15%,kvB<=4k,kp<=512,-0.0184,6
32,n<=32,sr<=15%,kvB<=4k,kp=0,-0.0179,6
32,n<=32,sr<=15%,kvB<=8k,kp<=1k,-0.0136,3
32,n<=32,sr<=15%,kvB<=8k,kp<=2k,-0.0131,3
32,n<=32,sr<=15%,kvB<=8k,kp<=4k,-0.014,3
32,n<=32,sr<=15%,kvB<=8k,kp<=512,-0.0137,3
32,n<=32,sr<=15%,kvB<=8k,kp=0,-0.015,3
32,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.0444,2
32,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.0596,2
32,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.0825,2
32,n<=32,sr<=40%,kvB<=1k,kp<=512,0.0349,2
32,n<=32,sr<=40%,kvB<=1k,kp=0,0.053,2
32,n<=32,sr<=40%,kvB<=4k,kp<=1k,-0.1172,2
32,n<=32,sr<=40%,kvB<=4k,kp<=2k,-0.1139,2
32,n<=32,sr<=40%,kvB<=4k,kp<=4k,-0.1059,2
32,n<=32,sr<=40%,kvB<=4k,kp<=512,-0.1213,2
32,n<=32,sr<=40%,kvB<=4k,kp=0,-0.1244,2
32,n<=32,sr<=40%,kvB<=8k,kp<=1k,-0.0571,1
32,n<=32,sr<=40%,kvB<=8k,kp<=2k,-0.0514,1
32,n<=32,sr<=40%,kvB<=8k,kp<=4k,-0.0593,1
32,n<=32,sr<=40%,kvB<=8k,kp<=512,-0.0548,1
32,n<=32,sr<=40%,kvB<=8k,kp=0,-0.0569,1
32,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.0032,2
32,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0075,2
32,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0117,2
32,n<=32,sr<=5%,kvB<=1k,kp<=512,0.011,2
32,n<=32,sr<=5%,kvB<=1k,kp=0,0.0163,2
32,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0213,2
32,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0121,2
32,n<=32,sr<=5%,kvB<=4k,kp<=4k,-0.005,2
32,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0219,2
32,n<=32,sr<=5%,kvB<=4k,kp=0,0.0205,2
32,n<=32,sr<=5%,kvB<=8k,kp<=1k,0.0087,1
32,n<=32,sr<=5%,kvB<=8k,kp<=2k,0.0079,1
32,n<=32,sr<=5%,kvB<=8k,kp<=4k,0.0037,1
32,n<=32,sr<=5%,kvB<=8k,kp<=512,0.0103,1
32,n<=32,sr<=5%,kvB<=8k,kp=0,0.0103,1
32,n<=32,sr<=70%,kvB<=1k,kp<=1k,-0.074,2
32,n<=32,sr<=70%,kvB<=1k,kp<=2k,-0.0431,2
32,n<=32,sr<=70%,kvB<=1k,kp<=4k,-0.0204,2
32,n<=32,sr<=70%,kvB<=1k,kp<=512,-0.0709,2
32,n<=32,sr<=70%,kvB<=1k,kp=0,-0.0744,2
32,n<=32,sr<=70%,kvB<=4k,kp<=1k,-0.2529,2
32,n<=32,sr<=70%,kvB<=4k,kp<=2k,-0.2293,2
32,n<=32,sr<=70%,kvB<=4k,kp<=4k,-0.2001,2
32,n<=32,sr<=70%,kvB<=4k,kp<=512,-0.2508,2
32,n<=32,sr<=70%,kvB<=4k,kp=0,-0.2472,2
32,n<=32,sr<=70%,kvB<=8k,kp<=1k,-0.0765,1
32,n<=32,sr<=70%,kvB<=8k,kp<=2k,-0.0575,1
32,n<=32,sr<=70%,kvB<=8k,kp<=4k,-0.0752,1
32,n<=32,sr<=70%,kvB<=8k,kp<=512,-0.061,1
32,n<=32,sr<=70%,kvB<=8k,kp=0,-0.0668,1
32,n<=32,sr>70%,kvB<=1k,kp<=1k,0.2282,4
32,n<=32,sr>70%,kvB<=1k,kp<=2k,0.2435,4
32,n<=32,sr>70%,kvB<=1k,kp<=4k,0.327,4
32,n<=32,sr>70%,kvB<=1k,kp<=512,0.2108,4
32,n<=32,sr>70%,kvB<=1k,kp=0,0.1747,4
32,n<=32,sr>70%,kvB<=4k,kp<=1k,-0.3298,4
32,n<=32,sr>70%,kvB<=4k,kp<=2k,-0.2629,4
32,n<=32,sr>70%,kvB<=4k,kp<=4k,-0.2219,4
32,n<=32,sr>70%,kvB<=4k,kp<=512,-0.2994,4
32,n<=32,sr>70%,kvB<=4k,kp=0,-0.3434,4
32,n<=32,sr>70%,kvB<=8k,kp<=1k,-0.3775,2
32,n<=32,sr>70%,kvB<=8k,kp<=2k,-0.3789,2
32,n<=32,sr>70%,kvB<=8k,kp<=4k,-0.2828,2
32,n<=32,sr>70%,kvB<=8k,kp<=512,-0.3657,2
32,n<=32,sr>70%,kvB<=8k,kp=0,-0.3796,2
32,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.1871,2
32,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.1862,2
32,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.2045,2
32,n<=4,sr<=40%,kvB<=1k,kp<=512,0.2926,2
32,n<=4,sr<=40%,kvB<=1k,kp=0,0.3421,2
32,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.2983,2
32,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.2038,2
32,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.1135,2
32,n<=4,sr<=40%,kvB<=4k,kp<=512,0.2654,2
32,n<=4,sr<=40%,kvB<=4k,kp=0,0.1056,2
32,n<=4,sr<=40%,kvB<=8k,kp<=1k,0.149,1
32,n<=4,sr<=40%,kvB<=8k,kp<=2k,0.2189,1
32,n<=4,sr<=40%,kvB<=8k,kp<=4k,0.3087,1
32,n<=4,sr<=40%,kvB<=8k,kp<=512,0.1085,1
32,n<=4,sr<=40%,kvB<=8k,kp=0,0.0341,1
32,n<=4,sr<=70%,kvB<=1k,kp<=1k,-0.0328,2
32,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.23,2
32,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.1655,2
32,n<=4,sr<=70%,kvB<=1k,kp<=512,0.1185,2
32,n<=4,sr<=70%,kvB<=1k,kp=0,0.0552,2
32,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.2521,2
32,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.2289,2
32,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.3664,2
32,n<=4,sr<=70%,kvB<=4k,kp<=512,0.1784,2
32,n<=4,sr<=70%,kvB<=4k,kp=0,-0.044,2
32,n<=4,sr<=70%,kvB<=8k,kp<=1k,0.0613,1
32,n<=4,sr<=70%,kvB<=8k,kp<=2k,0.2099,1
32,n<=4,sr<=70%,kvB<=8k,kp<=4k,0.2207,1
32,n<=4,sr<=70%,kvB<=8k,kp<=512,0.0326,1
32,n<=4,sr<=70%,kvB<=8k,kp=0,-0.0176,1
32,n<=4,sr>70%,kvB<=1k,kp<=1k,0.2726,2
32,n<=4,sr>70%,kvB<=1k,kp<=2k,0.0066,2
32,n<=4,sr>70%,kvB<=1k,kp<=4k,0.0539,2
32,n<=4,sr>70%,kvB<=1k,kp<=512,0.5868,2
32,n<=4,sr>70%,kvB<=1k,kp=0,0.1554,2
32,n<=4,sr>70%,kvB<=4k,kp<=1k,0.1532,2
32,n<=4,sr>70%,kvB<=4k,kp<=2k,0.2666,2
32,n<=4,sr>70%,kvB<=4k,kp<=4k,0.192,2
32,n<=4,sr>70%,kvB<=4k,kp<=512,-0.089,2
32,n<=4,sr>70%,kvB<=4k,kp=0,-0.4354,2
32,n<=4,sr>70%,kvB<=8k,kp<=1k,-0.4065,1
32,n<=4,sr>70%,kvB<=8k,kp<=2k,-0.2581,1
32,n<=4,sr>70%,kvB<=8k,kp<=4k,0.2527,1
32,n<=4,sr>70%,kvB<=8k,kp<=512,-0.5549,1
32,n<=4,sr>70%,kvB<=8k,kp=0,-0.6551,1
32,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.0323,2
32,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.1,2
32,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.1072,2
32,n<=8,sr<=15%,kvB<=1k,kp<=512,0.1538,2
32,n<=8,sr<=15%,kvB<=1k,kp=0,0.2145,2
32,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.1433,2
32,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.102,2
32,n<=8,sr<=15%,kvB<=4k,kp<=4k,0.0072,2
32,n<=8,sr<=15%,kvB<=4k,kp<=512,0.1498,2
32,n<=8,sr<=15%,kvB<=4k,kp=0,0.131,2
32,n<=8,sr<=15%,kvB<=8k,kp<=1k,0.0974,1
32,n<=8,sr<=15%,kvB<=8k,kp<=2k,0.107,1
32,n<=8,sr<=15%,kvB<=8k,kp<=4k,0.107,1
32,n<=8,sr<=15%,kvB<=8k,kp<=512,0.0781,1
32,n<=8,sr<=15%,kvB<=8k,kp=0,0.0813,1
32,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.0572,4
32,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.0549,4
32,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.1233,4
32,n<=8,sr<=40%,kvB<=1k,kp<=512,0.1458,4
32,n<=8,sr<=40%,kvB<=1k,kp=0,0.188,4
32,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.0915,4
32,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.0478,4
32,n<=8,sr<=40%,kvB<=4k,kp<=4k,-0.0877,4
32,n<=8,sr<=40%,kvB<=4k,kp<=512,0.0835,4
32,n<=8,sr<=40%,kvB<=4k,kp=0,0.0346,4
32,n<=8,sr<=40%,kvB<=8k,kp<=1k,0.0241,2
32,n<=8,sr<=40%,kvB<=8k,kp<=2k,0.0642,2
32,n<=8,sr<=40%,kvB<=8k,kp<=4k,0.1,2
32,n<=8,sr<=40%,kvB<=8k,kp<=512,0.0065,2
32,n<=8,sr<=40%,kvB<=8k,kp=0,0.0127,2
32,n<=8,sr<=70%,kvB<=1k,kp<=1k,-0.0646,2
32,n<=8,sr<=70%,kvB<=1k,kp<=2k,-0.0738,2
32,n<=8,sr<=70%,kvB<=1k,kp<=4k,0.0402,2
32,n<=8,sr<=70%,kvB<=1k,kp<=512,0.1254,2
32,n<=8,sr<=70%,kvB<=1k,kp=0,0.1102,2
32,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.0459,2
32,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.0478,2
32,n<=8,sr<=70%,kvB<=4k,kp<=4k,-0.1062,2
32,n<=8,sr<=70%,kvB<=4k,kp<=512,0.0125,2
32,n<=8,sr<=70%,kvB<=4k,kp=0,-0.0685,2
32,n<=8,sr<=70%,kvB<=8k,kp<=1k,-0.0368,1
32,n<=8,sr<=70%,kvB<=8k,kp<=2k,-0.0038,1
32,n<=8,sr<=70%,kvB<=8k,kp<=4k,0.0627,1
32,n<=8,sr<=70%,kvB<=8k,kp<=512,-0.0257,1
32,n<=8,sr<=70%,kvB<=8k,kp=0,-0.0259,1
32,n<=8,sr>70%,kvB<=1k,kp<=1k,0.4159,4
32,n<=8,sr>70%,kvB<=1k,kp<=2k,0.2347,4
32,n<=8,sr>70%,kvB<=1k,kp<=4k,0.3274,4
32,n<=8,sr>70%,kvB<=1k,kp<=512,0.5215,4
32,n<=8,sr>70%,kvB<=1k,kp=0,0.4505,4
32,n<=8,sr>70%,kvB<=4k,kp<=1k,-0.2268,4
32,n<=8,sr>70%,kvB<=4k,kp<=2k,-0.0087,4
32,n<=8,sr>70%,kvB<=4k,kp<=4k,0.0336,4
32,n<=8,sr>70%,kvB<=4k,kp<=512,-0.2463,4
32,n<=8,sr>70%,kvB<=4k,kp=0,-0.3254,4
32,n<=8,sr>70%,kvB<=8k,kp<=1k,-0.3578,2
32,n<=8,sr>70%,kvB<=8k,kp<=2k,-0.362,2
32,n<=8,sr>70%,kvB<=8k,kp<=4k,-0.102,2
32,n<=8,sr>70%,kvB<=8k,kp<=512,-0.3401,2
32,n<=8,sr>70%,kvB<=8k,kp=0,-0.3302,2
64,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0538,4
64,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0494,4
64,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0542,4
64,n<=16,sr<=15%,kvB<=1k,kp<=512,0.074,4
64,n<=16,sr<=15%,kvB<=1k,kp=0,0.1032,4
64,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.0804,4
64,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.0619,4
64,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0233,4
64,n<=16,sr<=15%,kvB<=4k,kp<=512,0.0785,4
64,n<=16,sr<=15%,kvB<=4k,kp=0,0.072,4
64,n<=16,sr<=15%,kvB<=8k,kp<=1k,0.0345,2
64,n<=16,sr<=15%,kvB<=8k,kp<=2k,0.0366,2
64,n<=16,sr<=15%,kvB<=8k,kp<=4k,0.0348,2
64,n<=16,sr<=15%,kvB<=8k,kp<=512,0.0325,2
64,n<=16,sr<=15%,kvB<=8k,kp=0,0.032,2
64,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.1253,4
64,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.1222,4
64,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.1161,4
64,n<=16,sr<=40%,kvB<=1k,kp<=512,0.1514,4
64,n<=16,sr<=40%,kvB<=1k,kp=0,0.1793,4
64,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.0413,4
64,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.0322,4
64,n<=16,sr<=40%,kvB<=4k,kp<=4k,-0.0102,4
64,n<=16,sr<=40%,kvB<=4k,kp<=512,0.0449,4
64,n<=16,sr<=40%,kvB<=4k,kp=0,0.037,4
64,n<=16,sr<=40%,kvB<=8k,kp<=1k,0.0233,2
64,n<=16,sr<=40%,kvB<=8k,kp<=2k,0.0246,2
64,n<=16,sr<=40%,kvB<=8k,kp<=4k,0.0255,2
64,n<=16,sr<=40%,kvB<=8k,kp<=512,0.0227,2
64,n<=16,sr<=40%,kvB<=8k,kp=0,0.0217,2
64,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.0272,2
64,n<=16,sr<=70%,kvB<=1k,kp<=2k,-0.0035,2
64,n<=16,sr<=70%,kvB<=1k,kp<=4k,-0.0353,2
64,n<=16,sr<=70%,kvB<=1k,kp<=512,0.0367,2
64,n<=16,sr<=70%,kvB<=1k,kp=0,0.0575,2
64,n<=16,sr<=70%,kvB<=4k,kp<=1k,-0.0396,2
64,n<=16,sr<=70%,kvB<=4k,kp<=2k,-0.0539,2
64,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.0675,2
64,n<=16,sr<=70%,kvB<=4k,kp<=512,-0.0337,2
64,n<=16,sr<=70%,kvB<=4k,kp=0,-0.0534,2
64,n<=16,sr<=70%,kvB<=8k,kp<=1k,0.0126,1
64,n<=16,sr<=70%,kvB<=8k,kp<=2k,0.0088,1
64,n<=16,sr<=70%,kvB<=8k,kp<=4k,0.0067,1
64,n<=16,sr<=70%,kvB<=8k,kp<=512,0.0118,1
64,n<=16,sr<=70%,kvB<=8k,kp=0,0.0102,1
64,n<=16,sr>70%,kvB<=1k,kp<=1k,0.1895,4
64,n<=16,sr>70%,kvB<=1k,kp<=2k,0.1989,4
64,n<=16,sr>70%,kvB<=1k,kp<=4k,0.1482,4
64,n<=16,sr>70%,kvB<=1k,kp<=512,0.2224,4
64,n<=16,sr>70%,kvB<=1k,kp=0,0.2078,4
64,n<=16,sr>70%,kvB<=4k,kp<=1k,-0.2663,4
64,n<=16,sr>70%,kvB<=4k,kp<=2k,-0.2833,4
64,n<=16,sr>70%,kvB<=4k,kp<=4k,-0.1805,4
64,n<=16,sr>70%,kvB<=4k,kp<=512,-0.2633,4
64,n<=16,sr>70%,kvB<=4k,kp=0,-0.3344,4
64,n<=16,sr>70%,kvB<=8k,kp<=1k,-0.6305,2
64,n<=16,sr>70%,kvB<=8k,kp<=2k,-0.6914,2
64,n<=16,sr>70%,kvB<=8k,kp<=4k,-0.4862,2
64,n<=16,sr>70%,kvB<=8k,kp<=512,-0.645,2
64,n<=16,sr>70%,kvB<=8k,kp=0,-0.5886,2
64,n<=2,sr<=70%,kvB<=1k,kp<=1k,0.5978,2
64,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.588,2
64,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.5126,2
64,n<=2,sr<=70%,kvB<=1k,kp<=512,0.4843,2
64,n<=2,sr<=70%,kvB<=1k,kp=0,-0.268,2
64,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.052,2
64,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.2715,2
64,n<=2,sr<=70%,kvB<=4k,kp<=4k,0.7281,2
64,n<=2,sr<=70%,kvB<=4k,kp<=512,-0.0343,2
64,n<=2,sr<=70%,kvB<=4k,kp=0,-0.1141,2
64,n<=2,sr<=70%,kvB<=8k,kp<=1k,-0.0792,1
64,n<=2,sr<=70%,kvB<=8k,kp<=2k,-0.0757,1
64,n<=2,sr<=70%,kvB<=8k,kp<=4k,0.2492,1
64,n<=2,sr<=70%,kvB<=8k,kp<=512,-0.0993,1
64,n<=2,sr<=70%,kvB<=8k,kp=0,-0.1305,1
64,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0225,6
64,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0233,6
64,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0285,6
64,n<=32,sr<=15%,kvB<=1k,kp<=512,0.03,6
64,n<=32,sr<=15%,kvB<=1k,kp=0,0.0364,6
64,n<=32,sr<=15%,kvB<=4k,kp<=1k,-0.0227,6
64,n<=32,sr<=15%,kvB<=4k,kp<=2k,-0.0212,6
64,n<=32,sr<=15%,kvB<=4k,kp<=4k,-0.0304,6
64,n<=32,sr<=15%,kvB<=4k,kp<=512,-0.0194,6
64,n<=32,sr<=15%,kvB<=4k,kp=0,-0.0177,6
64,n<=32,sr<=15%,kvB<=8k,kp<=1k,-0.014,3
64,n<=32,sr<=15%,kvB<=8k,kp<=2k,-0.013,3
64,n<=32,sr<=15%,kvB<=8k,kp<=4k,-0.0134,3
64,n<=32,sr<=15%,kvB<=8k,kp<=512,-0.0141,3
64,n<=32,sr<=15%,kvB<=8k,kp=0,-0.0148,3
64,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.0456,2
64,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.0602,2
64,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.0836,2
64,n<=32,sr<=40%,kvB<=1k,kp<=512,0.037,2
64,n<=32,sr<=40%,kvB<=1k,kp=0,0.0573,2
64,n<=32,sr<=40%,kvB<=4k,kp<=1k,-0.1184,2
64,n<=32,sr<=40%,kvB<=4k,kp<=2k,-0.1158,2
64,n<=32,sr<=40%,kvB<=4k,kp<=4k,-0.1069,2
64,n<=32,sr<=40%,kvB<=4k,kp<=512,-0.1222,2
64,n<=32,sr<=40%,kvB<=4k,kp=0,-0.1272,2
64,n<=32,sr<=40%,kvB<=8k,kp<=1k,-0.0578,1
64,n<=32,sr<=40%,kvB<=8k,kp<=2k,-0.0523,1
64,n<=32,sr<=40%,kvB<=8k,kp<=4k,-0.0587,1
64,n<=32,sr<=40%,kvB<=8k,kp<=512,-0.0548,1
64,n<=32,sr<=40%,kvB<=8k,kp=0,-0.0556,1
64,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.0039,2
64,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0094,2
64,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0067,2
64,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0131,2
64,n<=32,sr<=5%,kvB<=1k,kp=0,0.0153,2
64,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0203,2
64,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.009,2
64,n<=32,sr<=5%,kvB<=4k,kp<=4k,-0.0057,2
64,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0233,2
64,n<=32,sr<=5%,kvB<=4k,kp=0,0.0209,2
64,n<=32,sr<=5%,kvB<=8k,kp<=1k,0.0094,1
64,n<=32,sr<=5%,kvB<=8k,kp<=2k,0.0075,1
64,n<=32,sr<=5%,kvB<=8k,kp<=4k,0.0027,1
64,n<=32,sr<=5%,kvB<=8k,kp<=512,0.0097,1
64,n<=32,sr<=5%,kvB<=8k,kp=0,0.0101,1
64,n<=32,sr<=70%,kvB<=1k,kp<=1k,-0.0846,2
64,n<=32,sr<=70%,kvB<=1k,kp<=2k,-0.0551,2
64,n<=32,sr<=70%,kvB<=1k,kp<=4k,-0.0226,2
64,n<=32,sr<=70%,kvB<=1k,kp<=512,-0.0723,2
64,n<=32,sr<=70%,kvB<=1k,kp=0,-0.0662,2
64,n<=32,sr<=70%,kvB<=4k,kp<=1k,-0.2498,2
64,n<=32,sr<=70%,kvB<=4k,kp<=2k,-0.2337,2
64,n<=32,sr<=70%,kvB<=4k,kp<=4k,-0.1923,2
64,n<=32,sr<=70%,kvB<=4k,kp<=512,-0.2498,2
64,n<=32,sr<=70%,kvB<=4k,kp=0,-0.2509,2
64,n<=32,sr<=70%,kvB<=8k,kp<=1k,-0.0835,1
64,n<=32,sr<=70%,kvB<=8k,kp<=2k,-0.0657,1
64,n<=32,sr<=70%,kvB<=8k,kp<=4k,-0.0789,1
64,n<=32,sr<=70%,kvB<=8k,kp<=512,-0.0616,1
64,n<=32,sr<=70%,kvB<=8k,kp=0,-0.0516,1
64,n<=32,sr>70%,kvB<=1k,kp<=1k,0.218,4
64,n<=32,sr>70%,kvB<=1k,kp<=2k,0.2423,4
64,n<=32,sr>70%,kvB<=1k,kp<=4k,0.3156,4
64,n<=32,sr>70%,kvB<=1k,kp<=512,0.1919,4
64,n<=32,sr>70%,kvB<=1k,kp=0,0.1733,4
64,n<=32,sr>70%,kvB<=4k,kp<=1k,-0.3032,4
64,n<=32,sr>70%,kvB<=4k,kp<=2k,-0.2385,4
64,n<=32,sr>70%,kvB<=4k,kp<=4k,-0.2371,4
64,n<=32,sr>70%,kvB<=4k,kp<=512,-0.303,4
64,n<=32,sr>70%,kvB<=4k,kp=0,-0.3509,4
64,n<=32,sr>70%,kvB<=8k,kp<=1k,-0.4002,2
64,n<=32,sr>70%,kvB<=8k,kp<=2k,-0.4262,2
64,n<=32,sr>70%,kvB<=8k,kp<=4k,-0.279,2
64,n<=32,sr>70%,kvB<=8k,kp<=512,-0.369,2
64,n<=32,sr>70%,kvB<=8k,kp=0,-0.3385,2
64,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.1858,2
64,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.1632,2
64,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.208,2
64,n<=4,sr<=40%,kvB<=1k,kp<=512,0.3033,2
64,n<=4,sr<=40%,kvB<=1k,kp=0,0.3379,2
64,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.2999,2
64,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.2132,2
64,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.0993,2
64,n<=4,sr<=40%,kvB<=4k,kp<=512,0.2719,2
64,n<=4,sr<=40%,kvB<=4k,kp=0,0.1033,2
64,n<=4,sr<=40%,kvB<=8k,kp<=1k,0.1454,1
64,n<=4,sr<=40%,kvB<=8k,kp<=2k,0.2188,1
64,n<=4,sr<=40%,kvB<=8k,kp<=4k,0.3096,1
64,n<=4,sr<=40%,kvB<=8k,kp<=512,0.1036,1
64,n<=4,sr<=40%,kvB<=8k,kp=0,0.0311,1
64,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.0136,2
64,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.2067,2
64,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.1464,2
64,n<=4,sr<=70%,kvB<=1k,kp<=512,0.1417,2
64,n<=4,sr<=70%,kvB<=1k,kp=0,0.0118,2
64,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.2534,2
64,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.2328,2
64,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.3332,2
64,n<=4,sr<=70%,kvB<=4k,kp<=512,0.1625,2
64,n<=4,sr<=70%,kvB<=4k,kp=0,-0.0592,2
64,n<=4,sr<=70%,kvB<=8k,kp<=1k,0.0777,1
64,n<=4,sr<=70%,kvB<=8k,kp<=2k,0.1846,1
64,n<=4,sr<=70%,kvB<=8k,kp<=4k,0.2007,1
64,n<=4,sr<=70%,kvB<=8k,kp<=512,0.0271,1
64,n<=4,sr<=70%,kvB<=8k,kp=0,-0.0052,1
64,n<=4,sr>70%,kvB<=1k,kp<=1k,0.2724,2
64,n<=4,sr>70%,kvB<=1k,kp<=2k,-0.0614,2
64,n<=4,sr>70%,kvB<=1k,kp<=4k,0.0679,2
64,n<=4,sr>70%,kvB<=1k,kp<=512,0.5511,2
64,n<=4,sr>70%,kvB<=1k,kp=0,0.1716,2
64,n<=4,sr>70%,kvB<=4k,kp<=1k,0.1238,2
64,n<=4,sr>70%,kvB<=4k,kp<=2k,0.2443,2
64,n<=4,sr>70%,kvB<=4k,kp<=4k,0.1583,2
64,n<=4,sr>70%,kvB<=4k,kp<=512,-0.0785,2
64,n<=4,sr>70%,kvB<=4k,kp=0,-0.3889,2
64,n<=4,sr>70%,kvB<=8k,kp<=1k,-0.4173,1
64,n<=4,sr>70%,kvB<=8k,kp<=2k,-0.2397,1
64,n<=4,sr>70%,kvB<=8k,kp<=4k,0.2677,1
64,n<=4,sr>70%,kvB<=8k,kp<=512,-0.5602,1
64,n<=4,sr>70%,kvB<=8k,kp=0,-0.6631,1
64,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.0439,2
64,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.1108,2
64,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.0975,2
64,n<=8,sr<=15%,kvB<=1k,kp<=512,0.1568,2
64,n<=8,sr<=15%,kvB<=1k,kp=0,0.2007,2
64,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.1384,2
64,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.1009,2
64,n<=8,sr<=15%,kvB<=4k,kp<=4k,0.0091,2
64,n<=8,sr<=15%,kvB<=4k,kp<=512,0.1448,2
64,n<=8,sr<=15%,kvB<=4k,kp=0,0.1314,2
64,n<=8,sr<=15%,kvB<=8k,kp<=1k,0.0961,1
64,n<=8,sr<=15%,kvB<=8k,kp<=2k,0.1086,1
64,n<=8,sr<=15%,kvB<=8k,kp<=4k,0.1103,1
64,n<=8,sr<=15%,kvB<=8k,kp<=512,0.0734,1
64,n<=8,sr<=15%,kvB<=8k,kp=0,0.0748,1
64,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.0602,4
64,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.0559,4
