pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
32,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0595,6
32,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0768,6
32,n<=32,sr<=15%,kvB<=1k,kp=0,0.0961,6
32,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.054,6
32,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0516,6
32,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.0348,6
32,n<=32,sr<=15%,kvB<=4k,kp<=512,0.0493,6
32,n<=32,sr<=15%,kvB<=4k,kp=0,0.0927,6
32,n<=32,sr<=15%,kvB<=8k,kp<=1k,0.1029,3
32,n<=32,sr<=15%,kvB<=8k,kp<=2k,0.1077,3
32,n<=32,sr<=15%,kvB<=8k,kp<=4k,0.1165,3
32,n<=32,sr<=15%,kvB<=8k,kp<=512,0.1042,3
32,n<=32,sr<=15%,kvB<=8k,kp=0,0.1546,3
32,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.1563,2
32,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1475,2
32,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.1611,2
32,n<=32,sr<=40%,kvB<=1k,kp<=512,0.1679,2
32,n<=32,sr<=40%,kvB<=1k,kp=0,0.1949,2
32,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.0573,2
32,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.0781,2
32,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.0914,2
32,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0327,2
32,n<=32,sr<=40%,kvB<=4k,kp=0,0.1592,2
32,n<=32,sr<=40%,kvB<=8k,kp<=1k,0.1708,1
32,n<=32,sr<=40%,kvB<=8k,kp<=2k,0.1708,1
32,n<=32,sr<=40%,kvB<=8k,kp<=4k,0.2102,1
32,n<=32,sr<=40%,kvB<=8k,kp<=512,0.1802,1
32,n<=32,sr<=40%,kvB<=8k,kp=0,0.2929,1
32,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.0101,2
32,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0198,2
32,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0137,2
32,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0401,2
32,n<=32,sr<=5%,kvB<=1k,kp=0,0.0561,2
32,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0519,2
32,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0405,2
32,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.0292,2
32,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0499,2
32,n<=32,sr<=5%,kvB<=4k,kp=0,0.0869,2
32,n<=32,sr<=5%,kvB<=8k,kp<=1k,0.0499,1
32,n<=32,sr<=5%,kvB<=8k,kp<=2k,0.0542,1
32,n<=32,sr<=5%,kvB<=8k,kp<=4k,0.0571,1
32,n<=32,sr<=5%,kvB<=8k,kp<=512,0.0513,1
32,n<=32,sr<=5%,kvB<=8k,kp=0,0.0742,1
32,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.0399,2
32,n<=32,sr<=70%,kvB<=1k,kp<=2k,-0.0118,2
32,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.0564,2
32,n<=32,sr<=70%,kvB<=1k,kp<=512,0.0257,2
32,n<=32,sr<=70%,kvB<=1k,kp=0,0.0172,2
32,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.2442,2
32,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.4169,2
32,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.5536,2
32,n<=32,sr<=70%,kvB<=4k,kp<=512,0.285,2
32,n<=32,sr<=70%,kvB<=4k,kp=0,0.4684,2
32,n<=32,sr<=70%,kvB<=8k,kp<=1k,0.1902,1
32,n<=32,sr<=70%,kvB<=8k,kp<=2k,0.1959,1
32,n<=32,sr<=70%,kvB<=8k,kp<=4k,0.2684,1
32,n<=32,sr<=70%,kvB<=8k,kp<=512,0.197,1
32,n<=32,sr<=70%,kvB<=8k,kp=0,0.3346,1
32,n<=32,sr>70%,kvB<=1k,kp<=1k,0.388,4
32,n<=32,sr>70%,kvB<=1k,kp<=2k,0.4458,4
32,n<=32,sr>70%,kvB<=1k,kp<=4k,0.5799,4
32,n<=32,sr>70%,kvB<=1k,kp<=512,0.4159,4
32,n<=32,sr>70%,kvB<=1k,kp=0,0.5554,4
32,n<=32,sr>70%,kvB<=4k,kp<=1k,1.0879,4
32,n<=32,sr>70%,kvB<=4k,kp<=2k,1.2224,4
32,n<=32,sr>70%,kvB<=4k,kp<=4k,2.0367,4
32,n<=32,sr>70%,kvB<=4k,kp<=512,1.1636,4
32,n<=32,sr>70%,kvB<=4k,kp=0,2.2632,4
32,n<=32,sr>70%,kvB<=8k,kp<=1k,0.4127,2
32,n<=32,sr>70%,kvB<=8k,kp<=2k,0.4942,2
32,n<=32,sr>70%,kvB<=8k,kp<=4k,0.5966,2
32,n<=32,sr>70%,kvB<=8k,kp<=512,0.5173,2
32,n<=32,sr>70%,kvB<=8k,kp=0,0.7758,1
32,n<=4,sr<=40%,kvB<=1k,kp<=1k,-0.0021,2
32,n<=4,sr<=40%,kvB<=1k,kp<=2k,-0.0155,2
32,n<=4,sr<=40%,kvB<=1k,kp<=4k,-0.0245,2
32,n<=4,sr<=40%,kvB<=1k,kp<=512,0.6584,2
32,n<=4,sr<=40%,kvB<=1k,kp=0,0.5927,2
32,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.6479,2
32,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.5862,2
32,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.2485,2
32,n<=4,sr<=40%,kvB<=4k,kp<=512,0.577,2
32,n<=4,sr<=40%,kvB<=4k,kp=0,0.3409,2
32,n<=4,sr<=40%,kvB<=8k,kp<=1k,0.4708,1
32,n<=4,sr<=40%,kvB<=8k,kp<=2k,0.5843,1
32,n<=4,sr<=40%,kvB<=8k,kp<=4k,0.5218,1
32,n<=4,sr<=40%,kvB<=8k,kp<=512,0.4154,1
32,n<=4,sr<=40%,kvB<=8k,kp=0,0.3204,1
32,n<=4,sr<=70%,kvB<=1k,kp<=1k,-1.194,2
32,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.6807,2
32,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.5252,2
32,n<=4,sr<=70%,kvB<=1k,kp<=512,0.8106,2
32,n<=4,sr<=70%,kvB<=1k,kp=0,0.6811,2
32,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.9492,2
32,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.9352,2
32,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.8949,2
32,n<=4,sr<=70%,kvB<=4k,kp<=512,0.655,2
32,n<=4,sr<=70%,kvB<=4k,kp=0,0.4561,2
32,n<=4,sr<=70%,kvB<=8k,kp<=1k,0.4415,1
32,n<=4,sr<=70%,kvB<=8k,kp<=2k,0.7919,1
32,n<=4,sr<=70%,kvB<=8k,kp<=4k,0.7742,1
32,n<=4,sr<=70%,kvB<=8k,kp<=512,0.3666,1
32,n<=4,sr<=70%,kvB<=8k,kp=0,0.3976,1
32,n<=4,sr>70%,kvB<=1k,kp<=1k,-1.4792,2
32,n<=4,sr>70%,kvB<=1k,kp<=2k,-0.3567,2
32,n<=4,sr>70%,kvB<=1k,kp<=4k,-0.523,2
32,n<=4,sr>70%,kvB<=1k,kp<=512,0.7684,2
32,n<=4,sr>70%,kvB<=1k,kp=0,0.8964,2
32,n<=4,sr>70%,kvB<=4k,kp<=1k,0.9747,2
32,n<=4,sr>70%,kvB<=4k,kp<=2k,0.9347,2
32,n<=4,sr>70%,kvB<=4k,kp<=4k,-1.0514,2
32,n<=4,sr>70%,kvB<=4k,kp<=512,0.948,2
32,n<=4,sr>70%,kvB<=4k,kp=0,0.9365,2
32,n<=4,sr>70%,kvB<=8k,kp<=1k,0.9899,1
32,n<=4,sr>70%,kvB<=8k,kp<=2k,0.9508,1
32,n<=4,sr>70%,kvB<=8k,kp<=4k,0.9624,1
32,n<=4,sr>70%,kvB<=8k,kp<=512,0.9534,1
32,n<=4,sr>70%,kvB<=8k,kp=0,0.971,1
32,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.1717,2
32,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.057,2
32,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.0307,2
32,n<=8,sr<=15%,kvB<=1k,kp<=512,0.1789,2
32,n<=8,sr<=15%,kvB<=1k,kp=0,0.2357,2
32,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.2968,2
32,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.2262,2
32,n<=8,sr<=15%,kvB<=4k,kp<=4k,-0.0034,2
32,n<=8,sr<=15%,kvB<=4k,kp<=512,0.2344,2
32,n<=8,sr<=15%,kvB<=4k,kp=0,0.1876,2
32,n<=8,sr<=15%,kvB<=8k,kp<=1k,0.1878,1
32,n<=8,sr<=15%,kvB<=8k,kp<=2k,0.2578,1
32,n<=8,sr<=15%,kvB<=8k,kp<=4k,0.1927,1
32,n<=8,sr<=15%,kvB<=8k,kp<=512,0.1836,1
32,n<=8,sr<=15%,kvB<=8k,kp=0,0.1473,1
32,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.1276,4
32,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.0422,4
32,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.0484,4
32,n<=8,sr<=40%,kvB<=1k,kp<=512,0.2252,4
32,n<=8,sr<=40%,kvB<=1k,kp=0,0.2345,4
32,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.2159,4
32,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.1741,4
32,n<=8,sr<=40%,kvB<=4k,kp<=4k,0.0397,4
32,n<=8,sr<=40%,kvB<=4k,kp<=512,0.1916,4
32,n<=8,sr<=40%,kvB<=4k,kp=0,0.1299,4
32,n<=8,sr<=40%,kvB<=8k,kp<=1k,0.1647,2
32,n<=8,sr<=40%,kvB<=8k,kp<=2k,0.19,2
32,n<=8,sr<=40%,kvB<=8k,kp<=4k,0.1897,2
32,n<=8,sr<=40%,kvB<=8k,kp<=512,0.1508,2
32,n<=8,sr<=40%,kvB<=8k,kp=0,0.0959,2
32,n<=8,sr<=70%,kvB<=1k,kp<=1k,0.1476,2
32,n<=8,sr<=70%,kvB<=1k,kp<=2k,-0.0654,2
32,n<=8,sr<=70%,kvB<=1k,kp<=4k,-0.1935,2
32,n<=8,sr<=70%,kvB<=1k,kp<=512,0.161,2
32,n<=8,sr<=70%,kvB<=1k,kp=0,0.1353,2
32,n<=8,sr<=70%,kvB<=4k,kp<=1k,0.2246,2
32,n<=8,sr<=70%,kvB<=4k,kp<=2k,0.2225,2
32,n<=8,sr<=70%,kvB<=4k,kp<=4k,-0.0337,2
32,n<=8,sr<=70%,kvB<=4k,kp<=512,0.0929,2
32,n<=8,sr<=70%,kvB<=4k,kp=0,0.0035,2
32,n<=8,sr<=70%,kvB<=8k,kp<=1k,0.0365,1
32,n<=8,sr<=70%,kvB<=8k,kp<=2k,0.1797,1
32,n<=8,sr<=70%,kvB<=8k,kp<=4k,0.2581,1
32,n<=8,sr<=70%,kvB<=8k,kp<=512,0.0431,1
32,n<=8,sr<=70%,kvB<=8k,kp=0,0.0079,1
32,n<=8,sr>70%,kvB<=1k,kp<=1k,0.621,4
32,n<=8,sr>70%,kvB<=1k,kp<=2k,0.5288,4
32,n<=8,sr>70%,kvB<=1k,kp<=4k,0.005,4
32,n<=8,sr>70%,kvB<=1k,kp<=512,0.5432,4
32,n<=8,sr>70%,kvB<=1k,kp=0,0.2929,4
32,n<=8,sr>70%,kvB<=4k,kp<=1k,0.0456,4
32,n<=8,sr>70%,kvB<=4k,kp<=2k,0.1339,4
32,n<=8,sr>70%,kvB<=4k,kp<=4k,0.2079,4
32,n<=8,sr>70%,kvB<=4k,kp<=512,-0.1042,4
32,n<=8,sr>70%,kvB<=4k,kp=0,-0.334,4
32,n<=8,sr>70%,kvB<=8k,kp<=1k,-0.2522,2
32,n<=8,sr>70%,kvB<=8k,kp<=2k,-0.1643,2
32,n<=8,sr>70%,kvB<=8k,kp<=4k,0.0662,2
32,n<=8,sr>70%,kvB<=8k,kp<=512,-0.2948,2
32,n<=8,sr>70%,kvB<=8k,kp=0,-0.4625,2
64,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0921,4
64,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0468,4
64,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0715,4
64,n<=16,sr<=15%,kvB<=1k,kp<=512,0.1301,4
64,n<=16,sr<=15%,kvB<=1k,kp=0,0.1695,4
64,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.1674,4
64,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.125,4
64,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0041,4
64,n<=16,sr<=15%,kvB<=4k,kp<=512,0.1642,4
64,n<=16,sr<=15%,kvB<=4k,kp=0,0.1467,4
64,n<=16,sr<=15%,kvB<=8k,kp<=1k,0.139,2
64,n<=16,sr<=15%,kvB<=8k,kp<=2k,0.1493,2
64,n<=16,sr<=15%,kvB<=8k,kp<=4k,0.1146,2
64,n<=16,sr<=15%,kvB<=8k,kp<=512,0.1411,2
64,n<=16,sr<=15%,kvB<=8k,kp=0,0.1399,2
64,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.2091,4
64,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.1694,4
64,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.1795,4
64,n<=16,sr<=40%,kvB<=1k,kp<=512,0.2314,4
64,n<=16,sr<=40%,kvB<=1k,kp=0,0.2594,4
64,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.1543,4
64,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.1013,4
64,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.06,4
64,n<=16,sr<=40%,kvB<=4k,kp<=512,0.1292,4
64,n<=16,sr<=40%,kvB<=4k,kp=0,0.1073,4
64,n<=16,sr<=40%,kvB<=8k,kp<=1k,0.214,2
64,n<=16,sr<=40%,kvB<=8k,kp<=2k,0.2125,2
64,n<=16,sr<=40%,kvB<=8k,kp<=4k,0.2473,2
64,n<=16,sr<=40%,kvB<=8k,kp<=512,0.1792,2
64,n<=16,sr<=40%,kvB<=8k,kp=0,0.1524,2
64,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.0848,2
64,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0249,2
64,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.012,2
64,n<=16,sr<=70%,kvB<=1k,kp<=512,0.1735,2
64,n<=16,sr<=70%,kvB<=1k,kp=0,0.1288,2
64,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.1596,2
64,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.2008,2
64,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.0217,2
64,n<=16,sr<=70%,kvB<=4k,kp<=512,0.1262,2
64,n<=16,sr<=70%,kvB<=4k,kp=0,0.0765,2
64,n<=16,sr<=70%,kvB<=8k,kp<=1k,0.5374,1
64,n<=16,sr<=70%,kvB<=8k,kp<=2k,0.4132,1
64,n<=16,sr<=70%,kvB<=8k,kp<=4k,0.6569,1
64,n<=16,sr<=70%,kvB<=8k,kp<=512,0.5058,1
64,n<=16,sr<=70%,kvB<=8k,kp=0,0.2689,1
64,n<=16,sr>70%,kvB<=1k,kp<=1k,0.5842,4
64,n<=16,sr>70%,kvB<=1k,kp<=2k,0.463,4
64,n<=16,sr>70%,kvB<=1k,kp<=4k,0.3577,4
64,n<=16,sr>70%,kvB<=1k,kp<=512,0.6353,4
64,n<=16,sr>70%,kvB<=1k,kp=0,0.4316,4
64,n<=16,sr>70%,kvB<=4k,kp<=1k,0.6139,4
64,n<=16,sr>70%,kvB<=4k,kp<=2k,0.7955,4
64,n<=16,sr>70%,kvB<=4k,kp<=4k,0.8312,4
64,n<=16,sr>70%,kvB<=4k,kp<=512,0.5845,4
64,n<=16,sr>70%,kvB<=4k,kp=0,0.3992,4
64,n<=16,sr>70%,kvB<=8k,kp<=1k,1.394,2
64,n<=16,sr>70%,kvB<=8k,kp<=2k,1.1764,2
64,n<=16,sr>70%,kvB<=8k,kp<=4k,1.8619,2
64,n<=16,sr>70%,kvB<=8k,kp<=512,1.224,2
64,n<=16,sr>70%,kvB<=8k,kp=0,0.5908,2
64,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.8752,2
64,n<=2,sr<=70%,kvB<=1k,kp<=2k,-0.834,2
64,n<=2,sr<=70%,kvB<=1k,kp<=4k,-0.7862,2
64,n<=2,sr<=70%,kvB<=1k,kp<=512,-0.3087,2
64,n<=2,sr<=70%,kvB<=1k,kp=0,0.9039,2
64,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.7943,2
64,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.057,2
64,n<=2,sr<=70%,kvB<=4k,kp<=4k,-0.9593,2
64,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9237,2
64,n<=2,sr<=70%,kvB<=4k,kp=0,0.989,2
64,n<=2,sr<=70%,kvB<=8k,kp<=1k,0.9826,1
64,n<=2,sr<=70%,kvB<=8k,kp<=2k,0.9541,1
64,n<=2,sr<=70%,kvB<=8k,kp<=4k,0.2953,1
64,n<=2,sr<=70%,kvB<=8k,kp<=512,0.9827,1
64,n<=2,sr<=70%,kvB<=8k,kp=0,0.9846,1
64,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0504,6
64,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0587,6
64,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0606,6
64,n<=32,sr<=15%,kvB<=1k,kp<=512,0.075,6
64,n<=32,sr<=15%,kvB<=1k,kp=0,0.0964,6
64,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.0532,6
64,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0485,6
64,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.0372,6
64,n<=32,sr<=15%,kvB<=4k,kp<=512,0.0501,6
64,n<=32,sr<=15%,kvB<=4k,kp=0,0.0942,6
64,n<=32,sr<=15%,kvB<=8k,kp<=1k,0.1031,3
64,n<=32,sr<=15%,kvB<=8k,kp<=2k,0.1084,3
64,n<=32,sr<=15%,kvB<=8k,kp<=4k,0.1177,3
64,n<=32,sr<=15%,kvB<=8k,kp<=512,0.1007,3
64,n<=32,sr<=15%,kvB<=8k,kp=0,0.1515,3
64,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.1527,2
64,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1467,2
64,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.1583,2
64,n<=32,sr<=40%,kvB<=1k,kp<=512,0.1652,2
64,n<=32,sr<=40%,kvB<=1k,kp=0,0.193,2
64,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.0575,2
64,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.0808,2
64,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.0964,2
64,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0378,2
64,n<=32,sr<=40%,kvB<=4k,kp=0,0.1629,2
64,n<=32,sr<=40%,kvB<=8k,kp<=1k,0.1661,1
64,n<=32,sr<=40%,kvB<=8k,kp<=2k,0.1694,1
64,n<=32,sr<=40%,kvB<=8k,kp<=4k,0.2164,1
64,n<=32,sr<=40%,kvB<=8k,kp<=512,0.1728,1
64,n<=32,sr<=40%,kvB<=8k,kp=0,0.253,1
64,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.01,2
64,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0227,2
64,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0162,2
64,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0405,2
64,n<=32,sr<=5%,kvB<=1k,kp=0,0.0561,2
64,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0522,2
64,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0395,2
64,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.0281,2
64,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0511,2
64,n<=32,sr<=5%,kvB<=4k,kp=0,0.0855,2
64,n<=32,sr<=5%,kvB<=8k,kp<=1k,0.0537,1
64,n<=32,sr<=5%,kvB<=8k,kp<=2k,0.0544,1
64,n<=32,sr<=5%,kvB<=8k,kp<=4k,0.0587,1
64,n<=32,sr<=5%,kvB<=8k,kp<=512,0.0549,1
64,n<=32,sr<=5%,kvB<=8k,kp=0,0.0778,1
64,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.0533,2
64,n<=32,sr<=70%,kvB<=1k,kp<=2k,-0.0101,2
64,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.0485,2
64,n<=32,sr<=70%,kvB<=1k,kp<=512,0.0168,2
64,n<=32,sr<=70%,kvB<=1k,kp=0,0.0175,2
64,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.2503,2
64,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.4114,2
64,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.5475,2
64,n<=32,sr<=70%,kvB<=4k,kp<=512,0.2644,2
64,n<=32,sr<=70%,kvB<=4k,kp=0,0.4179,2
64,n<=32,sr<=70%,kvB<=8k,kp<=1k,0.1855,1
64,n<=32,sr<=70%,kvB<=8k,kp<=2k,0.1945,1
64,n<=32,sr<=70%,kvB<=8k,kp<=4k,0.2911,1
64,n<=32,sr<=70%,kvB<=8k,kp<=512,0.1927,1
64,n<=32,sr<=70%,kvB<=8k,kp=0,0.4262,1
64,n<=32,sr>70%,kvB<=1k,kp<=1k,0.3894,4
64,n<=32,sr>70%,kvB<=1k,kp<=2k,0.4689,4
64,n<=32,sr>70%,kvB<=1k,kp<=4k,0.5748,4
64,n<=32,sr>70%,kvB<=1k,kp<=512,0.4102,4
64,n<=32,sr>70%,kvB<=1k,kp=0,0.5482,4
64,n<=32,sr>70%,kvB<=4k,kp<=1k,1.0387,4
64,n<=32,sr>70%,kvB<=4k,kp<=2k,1.1963,4
64,n<=32,sr>70%,kvB<=4k,kp<=4k,2.3005,4
64,n<=32,sr>70%,kvB<=4k,kp<=512,1.0567,4
64,n<=32,sr>70%,kvB<=4k,kp=0,2.2797,4
64,n<=32,sr>70%,kvB<=8k,kp<=1k,0.4259,2
64,n<=32,sr>70%,kvB<=8k,kp<=2k,0.4164,2
64,n<=32,sr>70%,kvB<=8k,kp<=4k,0.5067,2
64,n<=32,sr>70%,kvB<=8k,kp<=512,0.4525,2
64,n<=32,sr>70%,kvB<=8k,kp=0,0.9513,2
64,n<=4,sr<=40%,kvB<=1k,kp<=1k,-0.0026,2
64,n<=4,sr<=40%,kvB<=1k,kp<=2k,-0.0138,2
64,n<=4,sr<=40%,kvB<=1k,kp<=4k,-0.0122,2
64,n<=4,sr<=40%,kvB<=1k,kp<=512,0.644,2
64,n<=4,sr<=40%,kvB<=1k,kp=0,0.5952,2
64,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.6496,2
64,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.5879,2
64,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.2332,2
64,n<=4,sr<=40%,kvB<=4k,kp<=512,0.5732,2
64,n<=4,sr<=40%,kvB<=4k,kp=0,0.3435,2
64,n<=4,sr<=40%,kvB<=8k,kp<=1k,0.4712,1
64,n<=4,sr<=40%,kvB<=8k,kp<=2k,0.5851,1
64,n<=4,sr<=40%,kvB<=8k,kp<=4k,0.52,1
64,n<=4,sr<=40%,kvB<=8k,kp<=512,0.4167,1
64,n<=4,sr<=40%,kvB<=8k,kp=0,0.3154,1
64,n<=4,sr<=70%,kvB<=1k,kp<=1k,-1.1159,2
64,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.6874,2
64,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.5125,2
64,n<=4,sr<=70%,kvB<=1k,kp<=512,0.8129,2
64,n<=4,sr<=70%,kvB<=1k,kp=0,0.6727,2
64,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.9398,2
64,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.9289,2
64,n<=4,sr<=70%,kvB<=4k,kp<=4k,-0.919,2
64,n<=4,sr<=70%,kvB<=4k,kp<=512,0.6623,2
64,n<=4,sr<=70%,kvB<=4k,kp=0,0.4617,2
64,n<=4,sr<=70%,kvB<=8k,kp<=1k,0.446,1
64,n<=4,sr<=70%,kvB<=8k,kp<=2k,0.7999,1
64,n<=4,sr<=70%,kvB<=8k,kp<=4k,0.7756,1
64,n<=4,sr<=70%,kvB<=8k,kp<=512,0.3605,1
64,n<=4,sr<=70%,kvB<=8k,kp=0,0.3925,1
64,n<=4,sr>70%,kvB<=1k,kp<=1k,-1.3037,2
64,n<=4,sr>70%,kvB<=1k,kp<=2k,-0.3169,2
64,n<=4,sr>70%,kvB<=1k,kp<=4k,-0.5197,2
64,n<=4,sr>70%,kvB<=1k,kp<=512,0.718,2
64,n<=4,sr>70%,kvB<=1k,kp=0,0.8594,2
64,n<=4,sr>70%,kvB<=4k,kp<=1k,0.9832,2
64,n<=4,sr>70%,kvB<=4k,kp<=2k,0.9403,2
64,n<=4,sr>70%,kvB<=4k,kp<=4k,-0.9678,2
64,n<=4,sr>70%,kvB<=4k,kp<=512,0.94,2
64,n<=4,sr>70%,kvB<=4k,kp=0,0.9128,2
64,n<=4,sr>70%,kvB<=8k,kp<=1k,0.9967,1
64,n<=4,sr>70%,kvB<=8k,kp<=2k,0.9492,1
64,n<=4,sr>70%,kvB<=8k,kp<=4k,0.9639,1
64,n<=4,sr>70%,kvB<=8k,kp<=512,0.9608,1
64,n<=4,sr>70%,kvB<=8k,kp=0,0.9594,1
64,n<=8,sr<=15%,kvB<=1k,kp<=1k,0.1689,2
64,n<=8,sr<=15%,kvB<=1k,kp<=2k,0.0582,2
64,n<=8,sr<=15%,kvB<=1k,kp<=4k,0.0274,2
64,n<=8,sr<=15%,kvB<=1k,kp<=512,0.1827,2
64,n<=8,sr<=15%,kvB<=1k,kp=0,0.2392,2
64,n<=8,sr<=15%,kvB<=4k,kp<=1k,0.2977,2
64,n<=8,sr<=15%,kvB<=4k,kp<=2k,0.222,2
64,n<=8,sr<=15%,kvB<=4k,kp<=4k,-0.0116,2
64,n<=8,sr<=15%,kvB<=4k,kp<=512,0.2353,2
64,n<=8,sr<=15%,kvB<=4k,kp=0,0.1867,2
64,n<=8,sr<=15%,kvB<=8k,kp<=1k,0.1872,1
64,n<=8,sr<=15%,kvB<=8k,kp<=2k,0.2577,1
64,n<=8,sr<=15%,kvB<=8k,kp<=4k,0.1876,1
64,n<=8,sr<=15%,kvB<=8k,kp<=512,0.1843,1
64,n<=8,sr<=15%,kvB<=8k,kp=0,0.1478,1
64,n<=8,sr<=40%,kvB<=1k,kp<=1k,0.1197,4
64,n<=8,sr<=40%,kvB<=1k,kp<=2k,0.042,4
64,n<=8,sr<=40%,kvB<=1k,kp<=4k,0.0365,4
64,n<=8,sr<=40%,kvB<=1k,kp<=512,0.2183,4
64,n<=8,sr<=40%,kvB<=1k,kp=0,0.2326,4
64,n<=8,sr<=40%,kvB<=4k,kp<=1k,0.2136,4
64,n<=8,sr<=40%,kvB<=4k,kp<=2k,0.1703,4
64,n<=8,sr<=40%,kvB<=4k,kp<=4k,0.0393,4
