hardware,model,layer_name,input,kv_cache,latency(ns)
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2368,0,69503
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2368,0,41627
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2368,0,41004
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2368,0,39940
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2368,0,290575
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2368,0,50553
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2368,0,66481
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2368,0,40459
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2368,0,39258
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2368,0,52115
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2368,0,40201
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2368,0,41168
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2368,0,62987
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2368,0,46696
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2336,0,69044
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2336,0,41234
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2336,0,41133
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2336,0,39957
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2336,0,292998
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2336,0,50747
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2336,0,66507
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2336,0,40324
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2336,0,38941
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2336,0,52148
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2336,0,40803
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2336,0,41070
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2336,0,62865
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2336,0,46322
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2304,0,69868
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2304,0,42201
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2304,0,41120
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2304,0,40143
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2304,0,293055
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2304,0,51556
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2304,0,66893
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2304,0,40624
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2304,0,39664
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2304,0,52990
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2304,0,40866
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2304,0,41457
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2304,0,64026
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2304,0,47163
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2272,0,69961
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2272,0,42345
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2272,0,40898
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2272,0,40345
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2272,0,295294
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2272,0,51247
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2272,0,67240
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2272,0,40792
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2272,0,39510
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2272,0,52540
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2272,0,40424
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2272,0,41378
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2272,0,63096
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2272,0,47474
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2240,0,69942
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2240,0,41303
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2240,0,41305
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2240,0,40642
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2240,0,292402
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2240,0,50937
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2240,0,66633
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2240,0,40545
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2240,0,39631
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2240,0,53190
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2240,0,41070
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2240,0,40872
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2240,0,63192
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2240,0,47196
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2208,0,69783
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2208,0,42048
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2208,0,41343
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2208,0,40121
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2208,0,291813
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2208,0,50747
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2208,0,67014
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2208,0,40445
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2208,0,39430
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2208,0,52499
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2208,0,40906
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2208,0,41269
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2208,0,63391
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2208,0,47280
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2176,0,70046
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2176,0,41744
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2176,0,41332
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2176,0,40508
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2176,0,294138
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2176,0,51452
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2176,0,67045
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2176,0,40797
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2176,0,39592
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2176,0,52710
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2176,0,40933
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2176,0,41319
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2176,0,63869
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2176,0,47212
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2144,0,69518
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2144,0,42482
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2144,0,42367
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2144,0,40164
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2144,0,294098
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2144,0,50992
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2144,0,67122
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2144,0,40634
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2144,0,39849
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2144,0,52283
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2144,0,41300
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2144,0,41359
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2144,0,63873
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2144,0,46549
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2112,0,69491
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2112,0,42349
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2112,0,41787
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2112,0,40082
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2112,0,291794
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2112,0,50840
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2112,0,66640
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2112,0,40762
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2112,0,39474
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2112,0,52217
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2112,0,40938
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2112,0,40698
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2112,0,62987
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2112,0,47370
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2080,0,69625
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2080,0,41982
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2080,0,41105
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2080,0,39689
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2080,0,292610
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2080,0,51108
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2080,0,66680
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2080,0,40651
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2080,0,39791
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2080,0,52669
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2080,0,40889
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2080,0,40742
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2080,0,63144
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2080,0,46945
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2048,0,69653
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2048,0,41799
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2048,0,41431
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2048,0,40047
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2048,0,291450
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2048,0,51457
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2048,0,66493
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2048,0,40696
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2048,0,39442
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2048,0,52938
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2048,0,40886
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2048,0,41270
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2048,0,63455
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2048,0,47058
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,2016,0,69871
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,2016,0,42332
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,2016,0,40948
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,2016,0,40548
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,2016,0,292245
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,2016,0,51575
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,2016,0,67361
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,2016,0,40850
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,2016,0,39919
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,2016,0,52607
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,2016,0,40752
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,2016,0,41241
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,2016,0,63399
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,2016,0,46922
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,1984,0,68345
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,1984,0,42739
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,1984,0,40950
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,1984,0,39750
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,1984,0,293592
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,1984,0,50725
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,1984,0,67774
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,1984,0,40172
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,1984,0,40263
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,1984,0,51881
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,1984,0,40684
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,1984,0,40593
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,1984,0,62409
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,1984,0,46940
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,1952,0,69587
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,1952,0,41193
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,1952,0,40508
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,1952,0,42231
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,1952,0,290534
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,1952,0,53122
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,1952,0,65851
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,1952,0,42079
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,1952,0,38827
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,1952,0,51554
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,1952,0,39751
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,1952,0,42119
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,1952,0,65469
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,1952,0,45933
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,1920,0,68689
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,1920,0,42845
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,1920,0,40308
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,1920,0,39986
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,1920,0,291889
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,1920,0,50854
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,1920,0,67772
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,1920,0,41327
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,1920,0,41280
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,1920,0,52369
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,1920,0,40438
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,1920,0,41939
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,1920,0,64062
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,1920,0,46289
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,1888,0,69761
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,1888,0,43285
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,1888,0,41281
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,1888,0,40015
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,1888,0,292997
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,1888,0,51790
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,1888,0,68567
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,1888,0,40522
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,1888,0,41005
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,1888,0,52120
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,1888,0,40820
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,1888,0,41847
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,1888,0,63360
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,1888,0,47702
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,1856,0,70331
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,1856,0,41810
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,1856,0,41391
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,1856,0,40124
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,1856,0,293597
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,1856,0,51081
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,1856,0,67075
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,1856,0,40745
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,1856,0,39451
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,1856,0,52419
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,1856,0,41101
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,1856,0,40738
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,1856,0,63548
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,1856,0,47357
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,1824,0,69475
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,1824,0,41819
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,1824,0,41029
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,1824,0,40017
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,1824,0,293041
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,1824,0,50821
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,1824,0,67022
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,1824,0,40339
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,1824,0,39368
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,1824,0,52211
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,1824,0,41052
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,1824,0,41250
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,1824,0,63403
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,1824,0,46886
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,1792,0,69605
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,1792,0,42166
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,1792,0,42551
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,1792,0,41185
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,1792,0,291819
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,1792,0,50894
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,1792,0,66649
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,1792,0,40608
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,1792,0,40293
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,1792,0,52307
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,1792,0,41267
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,1792,0,41346
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,1792,0,63134
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,1792,0,47015
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,1760,0,69790
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,1760,0,41854
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,1760,0,41538
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,1760,0,40450
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,1760,0,300459
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,1760,0,51770
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,1760,0,66784
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,1760,0,41015
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,1760,0,39541
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,1760,0,53010
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,1760,0,41325
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,1760,0,40875
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,1760,0,63810
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,1760,0,47499
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,1728,0,69299
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,1728,0,41878
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,1728,0,41677
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,1728,0,40395
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,1728,0,292941
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,1728,0,50900
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,1728,0,66962
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,1728,0,40626
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,1728,0,39573
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,1728,0,52581
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,1728,0,41004
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,1728,0,41203
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,1728,0,63563
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,1728,0,47497
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,input_layernorm,1696,0,69622
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,q_proj,1696,0,41386
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,k_proj,1696,0,41850
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,v_proj,1696,0,40303
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,attn,1696,0,293284
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,o_proj,1696,0,50804
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,post_layernorm,1696,0,67342
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,gate_proj,1696,0,40206
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,up_proj,1696,0,39192
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,act_fn,1696,0,52841
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,down_proj,1696,0,41456
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,embedding,1696,0,41080
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,final_layernorm,1696,0,63118
TPU-v6e-1,meta-llama/Llama-3.2-1B-Instruct,lm_head,1696,0,47068
